40,8,1,0,2016-03-17,2016-03-17,2016-03-17,"Computer Centre, E-101 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
41,8,2,0,2016-03-17,2016-03-17,2016-03-17,"Computer Centre, E-101 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
42,8,3,0,2016-03-17,2016-03-17,2016-03-17,"Computer Centre, E-101 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
43,8,4,0,2016-03-18,2016-03-18,2016-03-18,"Computer Centre, E-101 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
44,8,5,0,2016-03-18,2016-03-18,2016-03-18,"Computer Centre, E-101 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
45,8,6,0,2016-03-18,2016-03-18,2016-03-18,"Computer Centre, E-101 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
46,8,7,0,2016-03-18,2016-03-18,2016-03-18,E-202 (2nd Floor),NULL,NULL,NULL,NULL,2016-03-16,0
47,8,8,0,2016-03-17,2016-03-17,2016-03-17,Delphi Hall (Ground Floor),NULL,NULL,NULL,NULL,2016-03-16,0
48,9,1,0,2016-03-17,2016-03-17,2016-03-17,"Learning Resource Centre, E-102 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
49,9,2,0,2016-03-17,2016-03-17,2016-03-17,"Learning Resource Centre, E-102 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
50,9,3,0,2016-03-17,2016-03-17,2016-03-17,"Learning Resource Centre, E-102 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
51,9,4,0,2016-03-18,2016-03-18,2016-03-18,"Learning Resource Centre, E-102 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
52,9,5,0,2016-03-18,2016-03-18,2016-03-18,"Learning Resource Centre, E-102 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
53,9,6,0,2016-03-18,2016-03-18,2016-03-18,"Learning Resource Centre, E-102 (1st Floor)",NULL,NULL,NULL,NULL,2016-03-16,0
